#,Customer Name,Branch,Zone,September,October,November
10736,,Dayniile,Gubta 1,5,7,6
10766,,Dayniile,Gubta 1,3,3,3
10767,,Dayniile,Gubta 1,4,5,5
10768,,Dayniile,Gubta 1,4,3,4
10769,,Dayniile,Gubta 1,2,3,2
10888,,Dayniile,Gubta 1,5,4,3
10896,,Dayniile,Gubta 1,10,7,8
10901,,Dayniile,Gubta 1,8,7,7
10943,,Dayniile,Gubta 1,6,5,4
10967,,Dayniile,Gubta 1,6,5,6
10975,,Dayniile,Gubta 1,14,13,15
11032,,Dayniile,Gubta 1,6,6,7
11091,,Dayniile,Gubta 1,6,6,7
11092,,Dayniile,Gubta 1,10,10,6
11093,,Dayniile,Gubta 1,7,5,5
11151,,Dayniile,Gubta 1,6,5,6
11153,,Dayniile,Gubta 1,8,7,7
11168,,Dayniile,Gubta 1,7,7,8
11220,,Dayniile,Gubta 1,0,3,4
11241,,Dayniile,Gubta 1,9,9,8
11282,,Dayniile,Gubta 1,9,9,9
11352,,Dayniile,Gubta 1,12,5,11
11362,,Dayniile,Gubta 1,18,14,17
11398,,Dayniile,Gubta 1,8,8,7
11454,,Dayniile,Gubta 1,19,18,21
11468,,Dayniile,Gubta 1,7,5,7
11477,,Dayniile,Gubta 1,13,20,10
11509,,Dayniile,Gubta 1,9,9,9
11510,,Dayniile,Gubta 1,6,3,4
11539,,Dayniile,Gubta 1,5,6,6
11540,,Dayniile,Gubta 1,4,4,3
11565,,Dayniile,Gubta 1,2,2,3
11575,,Dayniile,Gubta 1,9,15,15
11614,,Dayniile,Gubta 1,5,4,4
11656,,Dayniile,Gubta 1,20,7,7
11657,,Dayniile,Gubta 1,6,5,4
12537,,Dayniile,Gubta 1,0,1,1
171,,Dayniile,Gubta 2,10,9,9
173,,Dayniile,Gubta 2,3,4,5
174,,Dayniile,Gubta 2,2,3,1
175,,Dayniile,Gubta 2,14,13,13
188,,Dayniile,Gubta 2,5,5,5
216,,Dayniile,Gubta 2,3,2,2
220,,Dayniile,Gubta 2,13,11,16
236,,Dayniile,Gubta 2,38,40,38
237,,Dayniile,Gubta 2,9,6,9
256,,Dayniile,Gubta 2,6,13,5
257,,Dayniile,Gubta 2,12,11,11
281,,Dayniile,Gubta 2,7,7,9
282,,Dayniile,Gubta 2,21,22,18
283,,Dayniile,Gubta 2,3,2,3
284,,Dayniile,Gubta 2,6,5,4
285,,Dayniile,Gubta 2,16,14,18
286,,Dayniile,Gubta 2,2,4,5
287,,Dayniile,Gubta 2,4,4,3
317,,Dayniile,Gubta 2,14,14,15
320,,Dayniile,Gubta 2,8,9,10
321,,Dayniile,Gubta 2,2,3,1
322,,Dayniile,Gubta 2,17,17,17
323,,Dayniile,Gubta 2,5,4,5
324,,Dayniile,Gubta 2,8,8,9
423,,Dayniile,Gubta 2,13,12,10
428,,Dayniile,Gubta 2,3,4,6
429,,Dayniile,Gubta 2,11,7,14
430,,Dayniile,Gubta 2,6,7,7
431,,Dayniile,Gubta 2,5,4,4
432,,Dayniile,Gubta 2,16,13,16
433,,Dayniile,Gubta 2,8,7,6
434,,Dayniile,Gubta 2,15,16,17
435,,Dayniile,Gubta 2,8,15,18
436,,Dayniile,Gubta 2,3,2,2
437,,Dayniile,Gubta 2,9,22,16
438,,Dayniile,Gubta 2,7,9,7
439,,Dayniile,Gubta 2,1,3,5
440,,Dayniile,Gubta 2,3,4,5
685,,Dayniile,Gubta 2,10,10,10
686,,Dayniile,Gubta 2,10,11,11
707,,Dayniile,Gubta 2,8,7,11
1055,,Dayniile,Gubta 2,4,4,3
1056,,Dayniile,Gubta 2,8,8,8
1057,,Dayniile,Gubta 2,6,9,4
1058,,Dayniile,Gubta 2,6,12,8
1059,,Dayniile,Gubta 2,6,6,8
1060,,Dayniile,Gubta 2,5,5,6
1061,,Dayniile,Gubta 2,15,18,19
1062,,Dayniile,Gubta 2,25,20,23
1063,,Dayniile,Gubta 2,7,6,6
1064,,Dayniile,Gubta 2,3,4,6
1065,,Dayniile,Gubta 2,8,12,12
1066,,Dayniile,Gubta 2,5,6,7
1067,,Dayniile,Gubta 2,10,12,13
1068,,Dayniile,Gubta 2,20,17,19
1069,,Dayniile,Gubta 2,15,16,17
1070,,Dayniile,Gubta 2,7,7,7
1071,,Dayniile,Gubta 2,5,7,7
1072,,Dayniile,Gubta 2,11,12,13
1073,,Dayniile,Gubta 2,8,10,8
1074,,Dayniile,Gubta 2,5,5,6
1075,,Dayniile,Gubta 2,10,6,9
1076,,Dayniile,Gubta 2,6,5,6
1077,,Dayniile,Gubta 2,3,1,4
1078,,Dayniile,Gubta 2,15,13,13
1079,,Dayniile,Gubta 2,5,5,3
1080,,Dayniile,Gubta 2,9,6,7
1081,,Dayniile,Gubta 2,3,3,4
1082,,Dayniile,Gubta 2,4,4,5
1083,,Dayniile,Gubta 2,3,2,2
1084,,Dayniile,Gubta 2,4,5,4
1085,,Dayniile,Gubta 2,15,17,15
1086,,Dayniile,Gubta 2,5,3,2
1087,,Dayniile,Gubta 2,8,11,12
1088,,Dayniile,Gubta 2,15,15,16
1089,,Dayniile,Gubta 2,4,4,3
1090,,Dayniile,Gubta 2,5,5,6
1091,,Dayniile,Gubta 2,2,3,4
1092,,Dayniile,Gubta 2,3,2,3
1093,,Dayniile,Gubta 2,11,12,12
1094,,Dayniile,Gubta 2,4,5,6
1095,,Dayniile,Gubta 2,11,10,15
1096,,Dayniile,Gubta 2,13,11,14
1097,,Dayniile,Gubta 2,10,12,14
1098,,Dayniile,Gubta 2,0,0,0
1099,,Dayniile,Gubta 2,8,7,10
1100,,Dayniile,Gubta 2,5,5,5
1101,,Dayniile,Gubta 2,13,12,13
1102,,Dayniile,Gubta 2,8,7,9
1103,,Dayniile,Gubta 2,9,8,9
1104,,Dayniile,Gubta 2,1,2,1
1105,,Dayniile,Gubta 2,2,3,4
1106,,Dayniile,Gubta 2,7,7,7
1107,,Dayniile,Gubta 2,6,3,3
1108,,Dayniile,Gubta 2,5,11,4
1109,,Dayniile,Gubta 2,0,0,1
1110,,Dayniile,Gubta 2,3,6,7
1111,,Dayniile,Gubta 2,4,7,4
1112,,Dayniile,Gubta 2,5,5,6
1113,,Dayniile,Gubta 2,3,2,4
1114,,Dayniile,Gubta 2,7,7,1
1115,,Dayniile,Gubta 2,17,12,15
1116,,Dayniile,Gubta 2,4,17,1
1117,,Dayniile,Gubta 2,10,3,4
1118,,Dayniile,Gubta 2,2,2,2
1119,,Dayniile,Gubta 2,7,9,8
1120,,Dayniile,Gubta 2,1,1,1
1121,,Dayniile,Gubta 2,12,10,11
1122,,Dayniile,Gubta 2,9,9,10
1123,,Dayniile,Gubta 2,28,24,25
1124,,Dayniile,Gubta 2,1,1,1
1125,,Dayniile,Gubta 2,8,9,12
1126,,Dayniile,Gubta 2,15,13,13
1127,,Dayniile,Gubta 2,4,3,7
1128,,Dayniile,Gubta 2,21,19,20
1129,,Dayniile,Gubta 2,19,20,17
1130,,Dayniile,Gubta 2,13,11,14
1131,,Dayniile,Gubta 2,1,3,2
1132,,Dayniile,Gubta 2,3,4,7
1133,,Dayniile,Gubta 2,10,11,20
1134,,Dayniile,Gubta 2,3,2,3
1135,,Dayniile,Gubta 2,15,15,15
1136,,Dayniile,Gubta 2,8,11,11
1137,,Dayniile,Gubta 2,11,10,11
1138,,Dayniile,Gubta 2,7,5,4
1139,,Dayniile,Gubta 2,11,12,14
1140,,Dayniile,Gubta 2,1,2,0
1141,,Dayniile,Gubta 2,13,13,17
1142,,Dayniile,Gubta 2,29,27,15
1143,,Dayniile,Gubta 2,25,7,19
1144,,Dayniile,Gubta 2,8,3,9
1145,,Dayniile,Gubta 2,6,6,5
1146,,Dayniile,Gubta 2,2,3,3
1147,,Dayniile,Gubta 2,2,2,3
1148,,Dayniile,Gubta 2,9,8,7
1149,,Dayniile,Gubta 2,10,8,8
1150,,Dayniile,Gubta 2,16,21,18
1151,,Dayniile,Gubta 2,1,1,1
1152,,Dayniile,Gubta 2,14,11,11
1153,,Dayniile,Gubta 2,6,5,6
1154,,Dayniile,Gubta 2,4,5,4
1155,,Dayniile,Gubta 2,1,1,4
1156,,Dayniile,Gubta 2,6,6,7
1157,,Dayniile,Gubta 2,6,7,6
1158,,Dayniile,Gubta 2,6,2,2
1159,,Dayniile,Gubta 2,7,6,8
1160,,Dayniile,Gubta 2,3,3,5
1161,,Dayniile,Gubta 2,5,4,5
1162,,Dayniile,Gubta 2,22,23,25
1163,,Dayniile,Gubta 2,14,15,15
1164,,Dayniile,Gubta 2,2,2,2
1165,,Dayniile,Gubta 2,11,10,11
1166,,Dayniile,Gubta 2,8,8,7
1167,,Dayniile,Gubta 2,18,15,17
1168,,Dayniile,Gubta 2,16,14,15
1169,,Dayniile,Gubta 2,1,7,0
1170,,Dayniile,Gubta 2,3,4,4
1171,,Dayniile,Gubta 2,16,16,15
1172,,Dayniile,Gubta 2,5,6,6
1173,,Dayniile,Gubta 2,1,1,1
1174,,Dayniile,Gubta 2,4,5,6
1175,,Dayniile,Gubta 2,5,4,5
1176,,Dayniile,Gubta 2,3,1,2
1177,,Dayniile,Gubta 2,6,7,10
1178,,Dayniile,Gubta 2,9,9,9
1179,,Dayniile,Gubta 2,1,1,2
1180,,Dayniile,Gubta 2,16,10,10
1181,,Dayniile,Gubta 2,7,7,11
1182,,Dayniile,Gubta 2,1,1,1
1183,,Dayniile,Gubta 2,5,5,6
1184,,Dayniile,Gubta 2,8,9,9
1185,,Dayniile,Gubta 2,22,10,12
1186,,Dayniile,Gubta 2,2,4,1
1187,,Dayniile,Gubta 2,7,17,22
1188,,Dayniile,Gubta 2,13,11,10
1189,,Dayniile,Gubta 2,11,15,19
1190,,Dayniile,Gubta 2,18,3,1
1191,,Dayniile,Gubta 2,5,4,5
1192,,Dayniile,Gubta 2,8,5,5
1193,,Dayniile,Gubta 2,5,6,5
1194,,Dayniile,Gubta 2,9,6,7
1195,,Dayniile,Gubta 2,7,6,3
1196,,Dayniile,Gubta 2,6,4,8
1197,,Dayniile,Gubta 2,5,5,5
1198,,Dayniile,Gubta 2,5,6,4
1199,,Dayniile,Gubta 2,5,9,7
1200,,Dayniile,Gubta 2,9,10,9
1201,,Dayniile,Gubta 2,2,1,2
1202,,Dayniile,Gubta 2,2,1,4
1203,,Dayniile,Gubta 2,6,6,6
1204,,Dayniile,Gubta 2,4,5,5
1205,,Dayniile,Gubta 2,1,1,2
1206,,Dayniile,Gubta 2,8,11,16
1207,,Dayniile,Gubta 2,8,3,12
1208,,Dayniile,Gubta 2,7,5,5
1209,,Dayniile,Gubta 2,7,8,8
1210,,Dayniile,Gubta 2,4,4,3
1211,,Dayniile,Gubta 2,16,10,14
1212,,Dayniile,Gubta 2,8,10,9
1213,,Dayniile,Gubta 2,2,2,1
1214,,Dayniile,Gubta 2,10,11,4
1215,,Dayniile,Gubta 2,6,17,18
1216,,Dayniile,Gubta 2,5,8,14
1217,,Dayniile,Gubta 2,3,5,7
1218,,Dayniile,Gubta 2,11,11,12
1219,,Dayniile,Gubta 2,20,22,3
1220,,Dayniile,Gubta 2,13,12,15
1221,,Dayniile,Gubta 2,11,11,15
1222,,Dayniile,Gubta 2,0,0,0
1223,,Dayniile,Gubta 2,13,10,11
1224,,Dayniile,Gubta 2,0,9,15
1225,,Dayniile,Gubta 2,18,17,18
1226,,Dayniile,Gubta 2,10,9,9
1227,,Dayniile,Gubta 2,21,17,23
1228,,Dayniile,Gubta 2,6,5,6
1229,,Dayniile,Gubta 2,2,1,3
1230,,Dayniile,Gubta 2,18,17,22
1231,,Dayniile,Gubta 2,1,1,1
1232,,Dayniile,Gubta 2,20,31,20
1233,,Dayniile,Gubta 2,0,3,11
1234,,Dayniile,Gubta 2,12,10,13
1235,,Dayniile,Gubta 2,6,7,8
1236,,Dayniile,Gubta 2,2,1,4
1237,,Dayniile,Gubta 2,30,30,27
1238,,Dayniile,Gubta 2,11,11,10
1239,,Dayniile,Gubta 2,17,18,13
1240,,Dayniile,Gubta 2,12,11,11
1241,,Dayniile,Gubta 2,4,4,4
1242,,Dayniile,Gubta 2,4,4,2
1243,,Dayniile,Gubta 2,3,4,5
1244,,Dayniile,Gubta 2,10,10,11
1245,,Dayniile,Gubta 2,1,1,3
1246,,Dayniile,Gubta 2,5,5,5
1247,,Dayniile,Gubta 2,2,4,4
1248,,Dayniile,Gubta 2,2,3,4
1249,,Dayniile,Gubta 2,1,1,1
1250,,Dayniile,Gubta 2,7,6,7
1251,,Dayniile,Gubta 2,6,4,7
1252,,Dayniile,Gubta 2,6,7,14
1253,,Dayniile,Gubta 2,14,26,18
1254,,Dayniile,Gubta 2,15,14,12
1255,,Dayniile,Gubta 2,13,12,13
1256,,Dayniile,Gubta 2,5,5,4
1257,,Dayniile,Gubta 2,2,1,3
1258,,Dayniile,Gubta 2,8,4,6
1259,,Dayniile,Gubta 2,16,18,19
1260,,Dayniile,Gubta 2,4,7,9
1261,,Dayniile,Gubta 2,14,13,13
1262,,Dayniile,Gubta 2,5,6,5
1263,,Dayniile,Gubta 2,6,5,5
1264,,Dayniile,Gubta 2,2,4,7
1265,,Dayniile,Gubta 2,5,7,6
1266,,Dayniile,Gubta 2,4,3,3
1267,,Dayniile,Gubta 2,3,2,2
1268,,Dayniile,Gubta 2,9,11,13
1269,,Dayniile,Gubta 2,1,1,1
1270,,Dayniile,Gubta 2,9,8,7
1271,,Dayniile,Gubta 2,15,13,16
1272,,Dayniile,Gubta 2,4,4,4
1273,,Dayniile,Gubta 2,4,4,5
1274,,Dayniile,Gubta 2,1,1,2
1275,,Dayniile,Gubta 2,13,15,12
1276,,Dayniile,Gubta 2,1,1,1
1277,,Dayniile,Gubta 2,19,21,24
1278,,Dayniile,Gubta 2,5,4,6
1279,,Dayniile,Gubta 2,11,15,13
1280,,Dayniile,Gubta 2,11,9,6
1281,,Dayniile,Gubta 2,4,6,6
1282,,Dayniile,Gubta 2,6,4,6
1283,,Dayniile,Gubta 2,8,2,16
1284,,Dayniile,Gubta 2,12,7,8
1285,,Dayniile,Gubta 2,3,5,3
1286,,Dayniile,Gubta 2,11,10,8
1287,,Dayniile,Gubta 2,3,2,1
1288,,Dayniile,Gubta 2,1,1,1
1289,,Dayniile,Gubta 2,2,8,11
1290,,Dayniile,Gubta 2,4,8,9
1291,,Dayniile,Gubta 2,3,1,1
1292,,Dayniile,Gubta 2,30,22,20
1293,,Dayniile,Gubta 2,8,7,5
1294,,Dayniile,Gubta 2,1,1,1
1295,,Dayniile,Gubta 2,10,11,8
1296,,Dayniile,Gubta 2,15,15,18
1297,,Dayniile,Gubta 2,6,6,6
1298,,Dayniile,Gubta 2,12,11,10
1299,,Dayniile,Gubta 2,9,8,9
1300,,Dayniile,Gubta 2,9,8,10
1301,,Dayniile,Gubta 2,2,2,2
1302,,Dayniile,Gubta 2,4,6,4
1303,,Dayniile,Gubta 2,7,7,8
1304,,Dayniile,Gubta 2,6,4,2
1305,,Dayniile,Gubta 2,4,5,7
1306,,Dayniile,Gubta 2,15,13,4
1307,,Dayniile,Gubta 2,0,0,1
1308,,Dayniile,Gubta 2,1,2,2
1309,,Dayniile,Gubta 2,5,4,3
1310,,Dayniile,Gubta 2,8,8,12
1311,,Dayniile,Gubta 2,8,5,6
1312,,Dayniile,Gubta 2,5,6,6
1314,,Dayniile,Gubta 2,25,23,24
6314,,Dayniile,Gubta 2,25,24,26
6323,,Dayniile,Gubta 2,21,18,17
6362,,Dayniile,Gubta 2,2,2,3
6408,,Dayniile,Gubta 2,14,9,5
6409,,Dayniile,Gubta 2,7,4,6
6410,,Dayniile,Gubta 2,2,4,2
6411,,Dayniile,Gubta 2,10,9,11
6412,,Dayniile,Gubta 2,2,1,3
6413,,Dayniile,Gubta 2,3,4,4
6415,,Dayniile,Gubta 2,2,1,2
6416,,Dayniile,Gubta 2,2,4,2
6417,,Dayniile,Gubta 2,3,3,5
6418,,Dayniile,Gubta 2,10,9,8
6419,,Dayniile,Gubta 2,3,4,3
6420,,Dayniile,Gubta 2,6,6,6
6421,,Dayniile,Gubta 2,7,6,7
6422,,Dayniile,Gubta 2,14,10,10
6423,,Dayniile,Gubta 2,1,2,2
6424,,Dayniile,Gubta 2,9,9,8
6425,,Dayniile,Gubta 2,9,10,12
6426,,Dayniile,Gubta 2,19,17,16
6427,,Dayniile,Gubta 2,9,9,12
6428,,Dayniile,Gubta 2,9,7,9
6429,,Dayniile,Gubta 2,14,11,10
6430,,Dayniile,Gubta 2,8,8,8
6431,,Dayniile,Gubta 2,5,4,5
6432,,Dayniile,Gubta 2,3,2,1
6433,,Dayniile,Gubta 2,9,8,10
6434,,Dayniile,Gubta 2,14,13,16
6435,,Dayniile,Gubta 2,3,11,13
6436,,Dayniile,Gubta 2,4,1,3
6437,,Dayniile,Gubta 2,6,5,6
6438,,Dayniile,Gubta 2,16,16,23
6921,,Dayniile,Gubta 2,7,6,10
6937,,Dayniile,Gubta 2,5,3,4
7000,,Dayniile,Gubta 2,0,5,10
7001,,Dayniile,Gubta 2,17,15,18
7002,,Dayniile,Gubta 2,3,4,3
7003,,Dayniile,Gubta 2,6,3,5
7004,,Dayniile,Gubta 2,10,5,5
7005,,Dayniile,Gubta 2,5,5,6
7006,,Dayniile,Gubta 2,5,7,7
7007,,Dayniile,Gubta 2,8,3,7
7008,,Dayniile,Gubta 2,3,3,3
7009,,Dayniile,Gubta 2,13,8,3
7010,,Dayniile,Gubta 2,8,6,4
7011,,Dayniile,Gubta 2,12,10,9
7012,,Dayniile,Gubta 2,11,14,4
7013,,Dayniile,Gubta 2,9,8,10
7014,,Dayniile,Gubta 2,5,8,7
7015,,Dayniile,Gubta 2,11,13,14
7016,,Dayniile,Gubta 2,6,4,1
7017,,Dayniile,Gubta 2,6,4,5
7018,,Dayniile,Gubta 2,11,9,9
7019,,Dayniile,Gubta 2,14,12,12
7020,,Dayniile,Gubta 2,15,15,14
7021,,Dayniile,Gubta 2,23,19,18
7022,,Dayniile,Gubta 2,8,7,9
7023,,Dayniile,Gubta 2,8,4,5
7024,,Dayniile,Gubta 2,13,10,10
7025,,Dayniile,Gubta 2,3,3,4
7026,,Dayniile,Gubta 2,4,4,6
7027,,Dayniile,Gubta 2,9,10,11
7028,,Dayniile,Gubta 2,47,25,34
7029,,Dayniile,Gubta 2,6,6,7
7030,,Dayniile,Gubta 2,7,6,6
7031,,Dayniile,Gubta 2,10,9,10
7032,,Dayniile,Gubta 2,3,5,1
7033,,Dayniile,Gubta 2,5,5,7
7034,,Dayniile,Gubta 2,11,11,9
7035,,Dayniile,Gubta 2,18,0,15
7036,,Dayniile,Gubta 2,7,5,4
7037,,Dayniile,Gubta 2,14,13,8
7038,,Dayniile,Gubta 2,20,19,20
7175,,Dayniile,Gubta 2,2,6,4
7694,,Dayniile,Gubta 2,7,8,9
7709,,Dayniile,Gubta 2,8,8,6
7735,,Dayniile,Gubta 2,11,11,11
7736,,Dayniile,Gubta 2,5,6,5
7737,,Dayniile,Gubta 2,16,17,18
7738,,Dayniile,Gubta 2,10,10,11
7739,,Dayniile,Gubta 2,12,11,16
7740,,Dayniile,Gubta 2,10,7,10
7741,,Dayniile,Gubta 2,10,9,10
7742,,Dayniile,Gubta 2,3,3,3
7743,,Dayniile,Gubta 2,20,17,19
7744,,Dayniile,Gubta 2,6,7,7
7745,,Dayniile,Gubta 2,9,7,8
7746,,Dayniile,Gubta 2,5,3,3
7747,,Dayniile,Gubta 2,5,4,5
8066,,Dayniile,Gubta 2,10,10,8
8099,,Dayniile,Gubta 2,8,7,10
8100,,Dayniile,Gubta 2,8,12,10
8101,,Dayniile,Gubta 2,10,10,10
8102,,Dayniile,Gubta 2,31,27,30
8103,,Dayniile,Gubta 2,3,4,4
8104,,Dayniile,Gubta 2,5,6,4
8105,,Dayniile,Gubta 2,7,8,9
8106,,Dayniile,Gubta 2,8,4,8
8107,,Dayniile,Gubta 2,22,12,11
8108,,Dayniile,Gubta 2,8,10,8
8109,,Dayniile,Gubta 2,5,3,5
8110,,Dayniile,Gubta 2,11,9,7
8111,,Dayniile,Gubta 2,9,8,8
8112,,Dayniile,Gubta 2,18,19,22
8113,,Dayniile,Gubta 2,6,7,5
8114,,Dayniile,Gubta 2,9,8,12
8115,,Dayniile,Gubta 2,5,6,8
8116,,Dayniile,Gubta 2,22,17,21
8117,,Dayniile,Gubta 2,5,5,4
8118,,Dayniile,Gubta 2,11,13,14
8119,,Dayniile,Gubta 2,10,9,13
8120,,Dayniile,Gubta 2,5,3,5
8583,,Dayniile,Gubta 2,14,8,8
8584,,Dayniile,Gubta 2,5,5,4
8585,,Dayniile,Gubta 2,13,9,14
8586,,Dayniile,Gubta 2,5,8,8
8587,,Dayniile,Gubta 2,2,2,2
8588,,Dayniile,Gubta 2,3,10,10
8589,,Dayniile,Gubta 2,3,2,3
8590,,Dayniile,Gubta 2,9,10,11
8708,,Dayniile,Gubta 2,3,4,4
8733,,Dayniile,Gubta 2,15,18,16
8734,,Dayniile,Gubta 2,15,14,14
8735,,Dayniile,Gubta 2,11,8,12
8736,,Dayniile,Gubta 2,8,7,8
8737,,Dayniile,Gubta 2,5,3,2
8738,,Dayniile,Gubta 2,12,12,12
8739,,Dayniile,Gubta 2,11,9,12
8740,,Dayniile,Gubta 2,10,5,5
8741,,Dayniile,Gubta 2,14,17,16
8742,,Dayniile,Gubta 2,4,4,4
8743,,Dayniile,Gubta 2,2,1,1
8744,,Dayniile,Gubta 2,19,22,12
8745,,Dayniile,Gubta 2,3,4,3
8746,,Dayniile,Gubta 2,11,5,7
8747,,Dayniile,Gubta 2,10,13,15
8748,,Dayniile,Gubta 2,10,12,12
8749,,Dayniile,Gubta 2,7,7,6
8750,,Dayniile,Gubta 2,2,1,1
8751,,Dayniile,Gubta 2,3,3,4
9041,,Dayniile,Gubta 2,5,5,5
9042,,Dayniile,Gubta 2,14,12,13
9043,,Dayniile,Gubta 2,15,13,15
9044,,Dayniile,Gubta 2,12,11,20
9045,,Dayniile,Gubta 2,12,10,12
9046,,Dayniile,Gubta 2,7,8,7
9047,,Dayniile,Gubta 2,16,18,18
9048,,Dayniile,Gubta 2,12,12,12
9049,,Dayniile,Gubta 2,3,4,3
9050,,Dayniile,Gubta 2,12,11,14
9163,,Dayniile,Gubta 2,12,9,11
9207,,Dayniile,Gubta 2,5,3,5
9208,,Dayniile,Gubta 2,12,18,25
9209,,Dayniile,Gubta 2,5,6,6
9210,,Dayniile,Gubta 2,13,11,15
9211,,Dayniile,Gubta 2,12,12,13
9212,,Dayniile,Gubta 2,16,16,18
9213,,Dayniile,Gubta 2,8,9,6
9214,,Dayniile,Gubta 2,7,7,8
9215,,Dayniile,Gubta 2,13,7,6
9216,,Dayniile,Gubta 2,14,15,12
9217,,Dayniile,Gubta 2,19,23,20
9218,,Dayniile,Gubta 2,7,7,8
9219,,Dayniile,Gubta 2,10,10,13
9220,,Dayniile,Gubta 2,7,6,7
9221,,Dayniile,Gubta 2,14,10,12
9222,,Dayniile,Gubta 2,0,12,7
9223,,Dayniile,Gubta 2,3,4,3
9224,,Dayniile,Gubta 2,25,26,20
9225,,Dayniile,Gubta 2,6,5,5
9226,,Dayniile,Gubta 2,7,4,1
9227,,Dayniile,Gubta 2,1,9,5
9228,,Dayniile,Gubta 2,16,14,20
9229,,Dayniile,Gubta 2,6,8,9
9230,,Dayniile,Gubta 2,4,4,4
9231,,Dayniile,Gubta 2,0,22,2
9232,,Dayniile,Gubta 2,18,19,19
9233,,Dayniile,Gubta 2,13,12,12
9234,,Dayniile,Gubta 2,5,6,5
9235,,Dayniile,Gubta 2,8,7,12
9236,,Dayniile,Gubta 2,12,11,13
9237,,Dayniile,Gubta 2,6,4,2
9238,,Dayniile,Gubta 2,4,3,3
9499,,Dayniile,Gubta 2,17,34,29
9508,,Dayniile,Gubta 2,8,6,6
9509,,Dayniile,Gubta 2,11,9,12
9510,,Dayniile,Gubta 2,5,5,5
9511,,Dayniile,Gubta 2,8,8,7
9512,,Dayniile,Gubta 2,1,6,6
9513,,Dayniile,Gubta 2,16,8,7
9514,,Dayniile,Gubta 2,8,6,6
9515,,Dayniile,Gubta 2,3,2,2
9516,,Dayniile,Gubta 2,2,3,4
9517,,Dayniile,Gubta 2,10,10,12
9573,,Dayniile,Gubta 2,14,13,15
9583,,Dayniile,Gubta 2,8,8,8
9584,,Dayniile,Gubta 2,13,12,14
9585,,Dayniile,Gubta 2,12,8,8
9586,,Dayniile,Gubta 2,13,9,37
9664,,Dayniile,Gubta 2,8,5,10
9665,,Dayniile,Gubta 2,6,7,9
9666,,Dayniile,Gubta 2,20,22,22
9699,,Dayniile,Gubta 2,8,7,11
9700,,Dayniile,Gubta 2,26,29,31
9701,,Dayniile,Gubta 2,42,60,7
9702,,Dayniile,Gubta 2,4,6,7
9759,,Dayniile,Gubta 2,7,10,6
9799,,Dayniile,Gubta 2,5,6,6
9800,,Dayniile,Gubta 2,16,15,14
9801,,Dayniile,Gubta 2,4,4,5
9844,,Dayniile,Gubta 2,1,1,6
9846,,Dayniile,Gubta 2,6,10,11
9847,,Dayniile,Gubta 2,8,6,3
9881,,Dayniile,Gubta 2,5,2,4
9882,,Dayniile,Gubta 2,5,8,7
9883,,Dayniile,Gubta 2,10,18,15
9884,,Dayniile,Gubta 2,12,12,17
9976,,Dayniile,Gubta 2,8,8,10
9977,,Dayniile,Gubta 2,3,4,3
9978,,Dayniile,Gubta 2,1,2,2
9979,,Dayniile,Gubta 2,2,11,4
10007,,Dayniile,Gubta 2,5,6,6
10008,,Dayniile,Gubta 2,23,15,15
10009,,Dayniile,Gubta 2,14,17,20
10010,,Dayniile,Gubta 2,24,22,31
10011,,Dayniile,Gubta 2,27,25,28
10052,,Dayniile,Gubta 2,8,7,2
10071,,Dayniile,Gubta 2,6,7,7
10072,,Dayniile,Gubta 2,9,4,1
10073,,Dayniile,Gubta 2,4,5,5
10104,,Dayniile,Gubta 2,21,22,23
10120,,Dayniile,Gubta 2,4,5,5
10124,,Dayniile,Gubta 2,12,10,12
10125,,Dayniile,Gubta 2,6,8,8
10126,,Dayniile,Gubta 2,21,19,19
10127,,Dayniile,Gubta 2,11,9,9
10155,,Dayniile,Gubta 2,1,0,0
10167,,Dayniile,Gubta 2,11,0,0
10168,,Dayniile,Gubta 2,5,3,5
10169,,Dayniile,Gubta 2,17,13,12
10170,,Dayniile,Gubta 2,12,14,14
10171,,Dayniile,Gubta 2,6,7,5
10206,,Dayniile,Gubta 2,14,13,15
10224,,Dayniile,Gubta 2,8,8,7
10237,,Dayniile,Gubta 2,6,4,5
10274,,Dayniile,Gubta 2,13,7,8
10315,,Dayniile,Gubta 2,4,5,8
10316,,Dayniile,Gubta 2,12,10,10
10317,,Dayniile,Gubta 2,2,2,3
10392,,Dayniile,Gubta 2,7,7,7
10393,,Dayniile,Gubta 2,3,2,0
10421,,Dayniile,Gubta 2,8,7,9
10450,,Dayniile,Gubta 2,0,7,0
10476,,Dayniile,Gubta 2,2,3,3
10487,,Dayniile,Gubta 2,2,2,5
10517,,Dayniile,Gubta 2,7,6,5
10556,,Dayniile,Gubta 2,3,2,2
10572,,Dayniile,Gubta 2,16,16,19
10573,,Dayniile,Gubta 2,4,6,15
10681,,Dayniile,Gubta 2,7,6,6
10686,,Dayniile,Gubta 2,14,11,12
10701,,Dayniile,Gubta 2,1,1,1
10704,,Dayniile,Gubta 2,2,2,1
10755,,Dayniile,Gubta 2,34,29,36
10770,,Dayniile,Gubta 2,8,4,4
10771,,Dayniile,Gubta 2,1,1,1
10772,,Dayniile,Gubta 2,6,5,3
10814,,Dayniile,Gubta 2,5,4,4
10837,,Dayniile,Gubta 2,15,15,17
10886,,Dayniile,Gubta 2,16,8,8
10887,,Dayniile,Gubta 2,36,31,38
